0,11.39
2500,15.49
4300,18.43
4480,49.28
4720,18.43
4900,11.39
5600,11.39
8000,15.49
9800,18.43
9980,36.08
10220,18.43
10400,11.39
11200,11.39
13500,15.49
15300,18.43
15480,36.08
15720,18.43
15900,11.39
19100,15.49
20900,11.39
22400,11.39
24700,15.49
26500,11.39
28000,11.39
